Sr. No,District Name,Market Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
7048,Nashik,Satana,Bajra,1300,1576,1411,17072015
7049,Nashik,Satana,Bajra,1370,1600,1560,16072015
7050,Nashik,Satana,Bajra,1301,1551,1426,15072015
7051,Nashik,Satana,Bajra,1313,1420,1350,14072015
7052,Nashik,Satana,Bajra,1270,1651,1386,13072015
7053,Nashik,Satana,Bajra,1335,1450,1370,10072015
7054,Nashik,Satana,Bajra,1341,1451,1381,09072015
7055,Nashik,Satana,Bajra,1280,1500,1352,08072015
7056,Nashik,Satana,Bajra,1308,1431,1371,07072015
7057,Nashik,Satana,Bajra,1270,1450,1300,06072015
7058,Nashik,Satana,Bajra,1272,1472,1375,01072015
7059,Nashik,Satana,Bajra,1272,1548,1381,30062015
7060,Nashik,Satana,Bajra,1265,1551,1350,18032015
7061,Nashik,Satana,Bajra,1252,1431,1325,03122014
7062,Nashik,Satana,Bajra,1251,1670,1510,26112014
7063,Nashik,Satana,Bajra,1300,1676,1550,12092014
7064,Nashik,Satana,Bajra,1325,1551,1450,11092014
7065,Nashik,Satana,Bajra,1310,1573,1450,10092014
7066,Nashik,Satana,Bajra,1299,1501,1456,09092014
7067,Nashik,Satana,Bajra,1279,1416,1370,05092014
7068,Nashik,Satana,Bajra,1378,1560,1450,04092014
7069,Nashik,Satana,Bajra,1344,1617,1521,03092014
7070,Nashik,Satana,Bajra,1270,1616,1446,02092014
7071,Nashik,Satana,Bajra,1386,1470,1400,01092014
7072,Nashik,Satana,Bajra,1369,1826,1650,28082014
7073,Nashik,Satana,Bajra,1320,1692,1400,27082014
7074,Nashik,Satana,Bajra,1376,1657,1510,26082014
7075,Nashik,Satana,Bajra,1169,1681,1476,03062013
7076,Nashik,Satana,Bajra,1325,1702,1515,03052013
7077,Nashik,Satana,Bajra,1351,1675,1500,03042013
7078,Nashik,Satana,Bajra,1200,1691,1550,13032013
7079,Nashik,Satana,Bajra,1435,1801,1500,12032013
7080,Nashik,Satana,Bajra,1201,1715,1501,08032013
7081,Nashik,Satana,Bajra,1340,1560,1456,07032013
7082,Nashik,Satana,Bajra,1128,1400,1225,19102012
7083,Nashik,Satana,Bajra,1111,1294,1150,18102012
7084,Nashik,Satana,Bajra,1098,1401,1200,17102012
7085,Nashik,Satana,Bajra,1045,1423,1201,16102012
7086,Nashik,Satana,Bajra,1051,1350,1270,10102012
7087,Nashik,Satana,Bajra,1215,1426,1300,09102012
7088,Nashik,Satana,Bajra,1180,1250,1211,27092012
7089,Nashik,Satana,Bajra,1100,1266,1180,26092012
7090,Nashik,Satana,Bajra,1240,1300,1270,24092012
7091,Nashik,Satana,Bajra,1265,1350,1300,21092012
7092,Nashik,Satana,Bajra,1250,1375,1312,20092012
7093,Nashik,Satana,Bajra,1250,1352,1300,18092012
7094,Nashik,Satana,Bajra,1125,1366,1291,17092012
7095,Nashik,Satana,Bajra,1270,1410,1340,13092012
7096,Nashik,Satana,Bajra,1351,1425,1380,07092012
7097,Nashik,Satana,Bajra,1371,1471,1388,05092012
7098,Nashik,Satana,Bajra,1377,1509,1451,31082012
7099,Nashik,Satana,Bajra,1335,1480,1443,30082012
7100,Nashik,Satana,Bajra,1325,1452,1398,29082012
7101,Nashik,Satana,Bajra,1376,1481,1440,28082012
7102,Nashik,Satana,Bajra,1300,1452,1405,27082012
7103,Nashik,Satana,Bajra,1325,1434,1391,24082012
7104,Nashik,Satana,Bajra,1254,1491,1375,23082012
7105,Nashik,Satana,Bajra,1273,1487,1390,22082012
7106,Nashik,Satana,Bajra,891,1173,1061,28112011
7107,Nashik,Satana,Bajra,850,1241,1051,24112011
7108,Nashik,Satana,Bajra,861,1130,911,29092011
7109,Nashik,Satana,Bajra,895,1130,951,28092011
7110,Nashik,Satana,Bajra,956,1111,1051,30082011
7111,Nashik,Satana,Bajra,978,1119,1076,24082011
7112,Nashik,Satana,Bajra,971,1088,1026,23082011
7113,Nashik,Satana,Bajra,981,1180,1111,22082011
7114,Nashik,Satana,Bajra,975,1232,1125,19072011
7115,Nashik,Satana,Bajra,1039,1182,1130,18072011
7116,Nashik,Satana,Bajra,1014,1351,1150,15072011
7117,Nashik,Satana,Bajra,1002,1160,1084,12072011
7118,Nashik,Satana,Bajra,1011,1245,1051,05042011
7119,Nashik,Satana,Bajra,860,1200,955,25032011
7120,Nashik,Satana,Bajra,864,1095,961,23032011
7121,Nashik,Satana,Bajra,860,1090,971,21032011
7122,Nashik,Satana,Bajra,852,1132,975,17032011
7123,Nashik,Satana,Bajra,879,1137,975,14032011
7124,Nashik,Satana,Bajra,865,1217,981,03032011
7125,Nashik,Satana,Bajra,901,1169,986,25022011
7126,Nashik,Satana,Bajra,850,1280,951,24022011
7127,Nashik,Satana,Bajra,851,1215,951,23022011
7128,Nashik,Satana,Bajra,851,1001,926,16022011
7129,Nashik,Satana,Bajra,855,1185,965,31012011
7130,Nashik,Satana,Bajra,861,1140,971,27012011
7131,Nashik,Satana,Bajra,850,1200,950,24012011
7132,Nashik,Sinner,Bajra,1575,2200,1731,02122018
7133,Nashik,Sinner,Bajra,1551,2030,1900,28112018
7134,Nashik,Sinner,Bajra,1401,2086,1850,26112018
7135,Nashik,Sinner,Bajra,1300,2141,2000,25112018
7136,Nashik,Sinner,Bajra,1652,2250,2220,22112018
7137,Nashik,Sinner,Bajra,1900,2301,2100,21112018
7138,Nashik,Sinner,Bajra,1700,2249,2000,19112018
7139,Nashik,Sinner,Bajra,1600,2270,2100,18112018
7140,Nashik,Sinner,Bajra,1940,2420,2000,16112018
7141,Nashik,Sinner,Bajra,2050,2050,2050,15112018
7142,Nashik,Sinner,Bajra,2000,2280,2030,14112018
7143,Nashik,Sinner,Bajra,1701,2065,2000,01112018
7144,Nashik,Sinner,Bajra,1800,2330,2200,31102018
7145,Nashik,Sinner,Bajra,1650,2124,2050,29102018
7146,Nashik,Sinner,Bajra,1790,2170,2050,28102018
7147,Nashik,Sinner,Bajra,1960,1960,1960,26102018
7148,Nashik,Sinner,Bajra,1847,2160,2100,25102018
7149,Nashik,Sinner,Bajra,2026,2175,2100,24102018
7150,Nashik,Sinner,Bajra,2000,2175,2065,22102018
7151,Nashik,Sinner,Bajra,1701,2101,1910,21102018
7152,Nashik,Sinner,Bajra,1636,1850,1750,17102018
7153,Nashik,Sinner,Bajra,1475,1475,1475,15102018
7154,Nashik,Sinner,Bajra,1560,1830,1600,14102018
7155,Nashik,Sinner,Bajra,1370,1550,1500,11102018
7156,Nashik,Sinner,Bajra,1370,1550,1500,10102018
7157,Nashik,Sinner,Bajra,1450,1520,1500,08102018
7158,Nashik,Sinner,Bajra,1200,1650,1500,07102018
7159,Nashik,Sinner,Bajra,1695,1695,1695,04102018
7160,Nashik,Sinner,Bajra,1431,1440,1435,03102018
7161,Nashik,Sinner,Bajra,1300,1590,1400,01102018
7162,Nashik,Sinner,Bajra,1370,1790,1500,30092018
7163,Nashik,Sinner,Bajra,1310,1500,1420,27092018
7164,Nashik,Sinner,Bajra,1400,1486,1450,26092018
7165,Nashik,Sinner,Bajra,1324,1501,1400,24092018
7166,Nashik,Sinner,Bajra,1414,1414,1414,19092018
7167,Nashik,Sinner,Bajra,1381,1490,1430,17092018
7168,Nashik,Sinner,Bajra,1300,1471,1400,16092018
7169,Nashik,Sinner,Bajra,1300,1426,1400,14092018
7170,Nashik,Sinner,Bajra,1251,1691,1350,12092018
7171,Nashik,Sinner,Bajra,1321,1670,1430,06092018
7172,Nashik,Sinner,Bajra,1300,1691,1450,05092018
7173,Nashik,Sinner,Bajra,1295,1750,1590,02092018
7174,Nashik,Sinner,Bajra,1275,1500,1400,31082018
7175,Nashik,Sinner,Bajra,1300,1575,1500,23082018
7176,Nashik,Sinner,Bajra,1550,1550,1550,20082018
7177,Nashik,Sinner,Bajra,1376,1725,1600,19082018
7178,Nashik,Sinner,Bajra,1500,15000,1500,17082018
7179,Nashik,Sinner,Bajra,1400,1500,1480,16082018
7180,Nashik,Sinner,Bajra,1400,1750,1550,12082018
7181,Nashik,Sinner,Bajra,1400,1500,1450,08082018
7182,Nashik,Sinner,Bajra,1200,1675,1240,06082018
7183,Nashik,Sinner,Bajra,1316,1600,1550,05082018
7184,Nashik,Sinner,Bajra,1300,1500,1370,03082018
7185,Nashik,Sinner,Bajra,1325,1600,1516,02082018
7186,Nashik,Sinner,Bajra,1341,1341,1341,01082018
7187,Nashik,Sinner,Bajra,1350,1495,1400,30072018
7188,Nashik,Sinner,Bajra,1250,1500,1351,29072018
7189,Nashik,Sinner,Bajra,1220,1400,1350,25072018
7190,Nashik,Sinner,Bajra,1380,1570,1460,22072018
7191,Nashik,Sinner,Bajra,1249,1249,1249,20072018
7192,Nashik,Sinner,Bajra,1300,1300,1300,18072018
7193,Nashik,Sinner,Bajra,1221,1625,1300,15072018
7194,Nashik,Sinner,Bajra,1200,1310,1250,12072018
7195,Nashik,Sinner,Bajra,1301,1375,1350,11072018
7196,Nashik,Sinner,Bajra,1100,1400,1366,08072018
7197,Nashik,Sinner,Bajra,1189,1341,1230,05072018
7198,Nashik,Sinner,Bajra,1250,1350,1285,04072018
7199,Nashik,Sinner,Bajra,1265,1265,1265,02072018
7200,Nashik,Sinner,Bajra,1196,1500,1280,01072018
7201,Nashik,Sinner,Bajra,1150,1286,1200,29062018
7202,Nashik,Sinner,Bajra,1441,1441,1441,28062018
7203,Nashik,Sinner,Bajra,1200,1400,1300,27062018
7204,Nashik,Sinner,Bajra,1216,1400,1250,25062018
7205,Nashik,Sinner,Bajra,1100,1403,1350,24062018
7206,Nashik,Sinner,Bajra,1200,1318,1235,22062018
7207,Nashik,Sinner,Bajra,1216,1222,1220,21062018
7208,Nashik,Sinner,Bajra,1201,1451,1300,20062018
7209,Nashik,Sinner,Bajra,1191,1400,1285,18062018
7210,Nashik,Sinner,Bajra,1181,1480,1220,17062018
7211,Nashik,Sinner,Bajra,1050,1400,1200,14062018
7212,Nashik,Sinner,Bajra,1166,1200,1190,13062018
7213,Nashik,Sinner,Bajra,1178,1521,1300,11062018
7214,Nashik,Sinner,Bajra,1075,1360,1150,03062018
7215,Nashik,Sinner,Bajra,1181,1181,1181,01062018
7216,Nashik,Sinner,Bajra,1218,1886,1594,31052018
7217,Nashik,Sinner,Bajra,1159,1235,1190,30052018
7218,Nashik,Sinner,Bajra,1150,1173,1166,28052018
7219,Nashik,Sinner,Bajra,1142,1450,1170,27052018
7220,Nashik,Sinner,Bajra,1154,1451,1200,25052018
7221,Nashik,Sinner,Bajra,1161,1676,1195,24052018
7222,Nashik,Sinner,Bajra,1151,1391,1236,23052018
7223,Nashik,Sinner,Bajra,1150,1471,1200,21052018
7224,Nashik,Sinner,Bajra,1050,1632,1160,20052018
7225,Nashik,Sinner,Bajra,1168,1325,1201,18052018
7226,Nashik,Sinner,Bajra,1145,1375,1200,17052018
7227,Nashik,Sinner,Bajra,1151,1625,1200,16052018
7228,Nashik,Sinner,Bajra,1100,1806,1150,14052018
7229,Nashik,Sinner,Bajra,1001,1601,1300,13052018
7230,Nashik,Sinner,Bajra,1451,1451,1451,11052018
7231,Nashik,Sinner,Bajra,1085,1450,1300,10052018
7232,Nashik,Sinner,Bajra,1000,1075,1070,09052018
7233,Nashik,Sinner,Bajra,1098,1603,1501,07052018
7234,Nashik,Sinner,Bajra,1071,1336,1150,06052018
7235,Nashik,Sinner,Bajra,1000,1099,1082,04052018
7236,Nashik,Sinner,Bajra,1080,1400,1200,03052018
7237,Nashik,Sinner,Bajra,1082,1370,1150,02052018
7238,Nashik,Sinner,Bajra,1077,1077,1077,30042018
7239,Nashik,Sinner,Bajra,1074,1772,1200,29042018
7240,Nashik,Sinner,Bajra,1090,1090,1090,27042018
7241,Nashik,Sinner,Bajra,1073,1396,1170,26042018
7242,Nashik,Sinner,Bajra,1099,1531,1150,25042018
7243,Nashik,Sinner,Bajra,1073,1392,1240,23042018
7244,Nashik,Sinner,Bajra,1090,1401,1300,22042018
7245,Nashik,Sinner,Bajra,1071,1249,1150,20042018
7246,Nashik,Sinner,Bajra,1030,1161,1100,19042018
7247,Nashik,Sinner,Bajra,1057,1501,1250,15042018
7248,Nashik,Sinner,Bajra,1066,1500,1250,13042018
7249,Nashik,Sinner,Bajra,1066,1627,1250,12042018
7250,Nashik,Sinner,Bajra,1071,1400,1200,09042018
7251,Nashik,Sinner,Bajra,1058,1379,1150,08042018
7252,Nashik,Sinner,Bajra,1066,1401,1150,06042018
7253,Nashik,Sinner,Bajra,1060,1427,1150,05042018
7254,Nashik,Sinner,Bajra,1065,1601,1150,04042018
7255,Nashik,Sinner,Bajra,1000,1515,1070,02042018
7256,Nashik,Sinner,Bajra,1077,1206,1100,27032018
7257,Nashik,Sinner,Bajra,1061,1440,1300,23032018
7258,Nashik,Sinner,Bajra,1061,1530,1200,22032018
7259,Nashik,Sinner,Bajra,1072,1501,1175,21032018
7260,Nashik,Sinner,Bajra,1071,1140,1121,19032018
7261,Nashik,Sinner,Bajra,1075,1615,1100,16032018
7262,Nashik,Sinner,Bajra,1081,1630,1200,15032018
7263,Nashik,Sinner,Bajra,1099,1426,1250,14032018
7264,Nashik,Sinner,Bajra,1085,1576,1200,12032018
7265,Nashik,Sinner,Bajra,1065,1453,1100,11032018
7266,Nashik,Sinner,Bajra,1000,1125,1080,09032018
7267,Nashik,Sinner,Bajra,1071,1251,1122,08032018
7268,Nashik,Sinner,Bajra,1079,1201,1100,07032018
7269,Nashik,Sinner,Bajra,1000,1651,1250,05032018
7270,Nashik,Sinner,Bajra,1111,1149,1130,04032018
7271,Nashik,Sinner,Bajra,1100,1426,1250,26022018
7272,Nashik,Sinner,Bajra,1000,1301,1100,25022018
7273,Nashik,Sinner,Bajra,1033,1033,1033,23022018
7274,Nashik,Sinner,Bajra,1001,1731,1250,22022018
7275,Nashik,Sinner,Bajra,1036,1535,1300,21022018
7276,Nashik,Sinner,Bajra,1000,1511,1200,18022018
7277,Nashik,Sinner,Bajra,1050,1071,1060,16022018
7278,Nashik,Sinner,Bajra,1024,1290,1100,15022018
7279,Nashik,Sinner,Bajra,1000,1210,1050,14022018
7280,Nashik,Sinner,Bajra,991,1675,1050,12022018
7281,Nashik,Sinner,Bajra,850,1605,1100,11022018
7282,Nashik,Sinner,Bajra,1000,1305,1181,09022018
7283,Nashik,Sinner,Bajra,1001,1546,1300,08022018
7284,Nashik,Sinner,Bajra,1000,1500,1150,07022018
7285,Nashik,Sinner,Bajra,950,1410,1100,04022018
7286,Nashik,Sinner,Bajra,1000,1400,1300,01022018
7287,Nashik,Sinner,Bajra,1000,1551,1150,31012018
7288,Nashik,Sinner,Bajra,1021,1500,1100,29012018
7289,Nashik,Sinner,Bajra,1000,1501,1150,28012018
7290,Nashik,Sinner,Bajra,1000,1501,1175,25012018
7291,Nashik,Sinner,Bajra,1000,1300,1100,24012018
7292,Nashik,Sinner,Bajra,1016,1530,1250,22012018
7293,Nashik,Sinner,Bajra,1032,1601,1250,21012018
7294,Nashik,Sinner,Bajra,1051,1450,1250,19012018
7295,Nashik,Sinner,Bajra,1051,1450,1250,18012018
7296,Nashik,Sinner,Bajra,1051,1500,1250,17012018
7297,Nashik,Sinner,Bajra,1051,1751,1400,14012018
7298,Nashik,Sinner,Bajra,1049,1375,1240,11012018
7299,Nashik,Sinner,Bajra,1051,1551,1250,10012018
7300,Nashik,Sinner,Bajra,1026,1541,1200,02012018
7301,Nashik,Sinner,Bajra,1010,1500,1200,28122017
7302,Nashik,Sinner,Bajra,1014,1416,1150,27122017
7303,Nashik,Sinner,Bajra,900,1450,1250,24122017
7304,Nashik,Sinner,Bajra,1075,1350,1150,22122017
7305,Nashik,Sinner,Bajra,1068,1322,1200,21122017
7306,Nashik,Sinner,Bajra,1048,1450,1200,20122017
7307,Nashik,Sinner,Bajra,1067,1385,1150,18122017
7308,Nashik,Sinner,Bajra,1056,1500,1150,17122017
7309,Nashik,Sinner,Bajra,1041,1250,1120,15122017
7310,Nashik,Sinner,Bajra,1050,1755,1250,14122017
7311,Nashik,Sinner,Bajra,900,1350,1050,13122017
7312,Nashik,Sinner,Bajra,985,1069,1020,11122017
7313,Nashik,Sinner,Bajra,937,1450,1200,10122017
7314,Nashik,Sinner,Bajra,959,1026,990,07122017
7315,Nashik,Sinner,Bajra,946,1501,1150,06122017
7316,Nashik,Sinner,Bajra,901,1401,1150,03122017
7317,Nashik,Sinner,Bajra,900,1501,1150,30112017
7318,Nashik,Sinner,Bajra,970,1400,1200,29112017
7319,Nashik,Sinner,Bajra,951,1251,1100,27112017
7320,Nashik,Sinner,Bajra,900,1550,1200,26112017
7321,Nashik,Sinner,Bajra,990,1440,1250,24112017
7322,Nashik,Sinner,Bajra,1000,1460,1250,23112017
7323,Nashik,Sinner,Bajra,970,1460,1200,22112017
7324,Nashik,Sinner,Bajra,950,1551,1300,20112017
7325,Nashik,Sinner,Bajra,1000,1700,1300,19112017
7326,Nashik,Sinner,Bajra,1070,1700,1350,17112017
7327,Nashik,Sinner,Bajra,1011,1841,1350,16112017
7328,Nashik,Sinner,Bajra,950,1700,1380,15112017
7329,Nashik,Sinner,Bajra,1000,1601,1591,13112017
7330,Nashik,Sinner,Bajra,1000,1550,1376,12112017
7331,Nashik,Sinner,Bajra,1000,1400,1290,10112017
7332,Nashik,Sinner,Bajra,1014,1850,1400,09112017
7333,Nashik,Sinner,Bajra,1015,1625,1400,08112017
7334,Nashik,Sinner,Bajra,1375,1651,1500,06112017
7335,Nashik,Sinner,Bajra,1021,1501,1350,05112017
7336,Nashik,Sinner,Bajra,1175,1441,1280,03112017
7337,Nashik,Sinner,Bajra,1070,1301,1100,02112017
7338,Nashik,Sinner,Bajra,1067,1321,1080,28092017
7339,Nashik,Sinner,Bajra,1058,1166,1080,27092017
7340,Nashik,Sinner,Bajra,1081,1081,1081,21092017
7341,Nashik,Sinner,Bajra,1030,1291,1050,18092017
7342,Nashik,Sinner,Bajra,1000,1226,1050,17092017
7343,Nashik,Sinner,Bajra,1036,1036,1036,15092017
7344,Nashik,Sinner,Bajra,1010,1103,1050,14092017
7345,Nashik,Sinner,Bajra,1001,1105,1060,13092017
7346,Nashik,Sinner,Bajra,1075,1360,1160,11092017
7347,Nashik,Sinner,Bajra,1165,1231,1190,10092017
7348,Nashik,Sinner,Bajra,1251,1425,1300,07092017
7349,Nashik,Sinner,Bajra,1250,1420,1270,06092017
7350,Nashik,Sinner,Bajra,1281,1380,1320,04092017
7351,Nashik,Sinner,Bajra,1280,1501,1330,03092017
7352,Nashik,Sinner,Bajra,1301,1325,1320,01092017
7353,Nashik,Sinner,Bajra,1320,1450,1350,31082017
7354,Nashik,Sinner,Bajra,1316,1435,1350,30082017
7355,Nashik,Sinner,Bajra,1313,1550,1340,28082017
7356,Nashik,Sinner,Bajra,1312,1626,1350,27082017
7357,Nashik,Sinner,Bajra,1345,1386,1350,24082017
7358,Nashik,Sinner,Bajra,1300,1552,1330,20082017
7359,Nashik,Sinner,Bajra,1297,1450,1310,18082017
7360,Nashik,Sinner,Bajra,1260,1294,1290,16082017
7361,Nashik,Sinner,Bajra,1300,1520,1350,14082017
7362,Nashik,Sinner,Bajra,1281,1522,1320,13082017
7363,Nashik,Sinner,Bajra,1351,1365,1360,11082017
7364,Nashik,Sinner,Bajra,1100,1330,1250,10082017
7365,Nashik,Sinner,Bajra,1281,1304,1300,09082017
7366,Nashik,Sinner,Bajra,1201,1300,1270,06082017
7367,Nashik,Sinner,Bajra,1251,1420,1310,02082017
7368,Nashik,Sinner,Bajra,1268,1356,1310,31072017
7369,Nashik,Sinner,Bajra,1250,1400,1300,30072017
7370,Nashik,Sinner,Bajra,1300,1300,1300,27072017
7371,Nashik,Sinner,Bajra,1276,1425,1300,26072017
7372,Nashik,Sinner,Bajra,1290,1577,1350,24072017
7373,Nashik,Sinner,Bajra,1291,1581,1350,23072017
7374,Nashik,Sinner,Bajra,1286,1390,1310,20072017
7375,Nashik,Sinner,Bajra,1284,1565,1350,19072017
7376,Nashik,Sinner,Bajra,1280,1401,1340,17072017
7377,Nashik,Sinner,Bajra,1281,1600,1350,16072017
7378,Nashik,Sinner,Bajra,1290,1600,1350,13072017
7379,Nashik,Sinner,Bajra,1276,1400,1340,12072017
7380,Nashik,Sinner,Bajra,1250,1711,1350,10072017
7381,Nashik,Sinner,Bajra,1280,1576,1350,09072017
7382,Nashik,Sinner,Bajra,1280,1351,1301,07072017
7383,Nashik,Sinner,Bajra,1281,1476,1350,06072017
7384,Nashik,Sinner,Bajra,1300,1441,1350,05072017
7385,Nashik,Sinner,Bajra,1201,1429,1350,03072017
7386,Nashik,Sinner,Bajra,1281,1671,1400,02072017
7387,Nashik,Sinner,Bajra,1340,1340,1340,30062017
7388,Nashik,Sinner,Bajra,1501,1601,1550,29062017
7389,Nashik,Sinner,Bajra,1305,1600,1450,28062017
7390,Nashik,Sinner,Bajra,1297,1351,1325,26062017
7391,Nashik,Sinner,Bajra,1270,1445,1390,25062017
7392,Nashik,Sinner,Bajra,1286,1481,1380,23062017
7393,Nashik,Sinner,Bajra,1300,1455,1380,22062017
7394,Nashik,Sinner,Bajra,1379,1406,1400,21062017
7395,Nashik,Sinner,Bajra,1200,1501,1350,19062017
7396,Nashik,Sinner,Bajra,1200,1600,1350,18062017
7397,Nashik,Sinner,Bajra,1326,1326,1326,16062017
7398,Nashik,Sinner,Bajra,1286,1625,1400,15062017
7399,Nashik,Sinner,Bajra,1286,1681,1450,14062017
7400,Nashik,Sinner,Bajra,1275,1461,1350,12062017
7401,Nashik,Sinner,Bajra,1140,1466,1350,11062017
7402,Nashik,Sinner,Bajra,1276,1580,1450,31052017
7403,Nashik,Sinner,Bajra,1260,1611,1350,29052017
7404,Nashik,Sinner,Bajra,1150,1686,1350,28052017
7405,Nashik,Sinner,Bajra,1293,1301,1300,26052017
7406,Nashik,Sinner,Bajra,1275,1331,1300,25052017
7407,Nashik,Sinner,Bajra,1200,1300,1285,24052017
7408,Nashik,Sinner,Bajra,1200,1440,1380,22052017
7409,Nashik,Sinner,Bajra,1401,1401,1401,19052017
7410,Nashik,Sinner,Bajra,1341,1346,1342,18052017
7411,Nashik,Sinner,Bajra,1260,1650,1475,15052017
7412,Nashik,Sinner,Bajra,1200,1645,1460,14052017
7413,Nashik,Sinner,Bajra,1313,1385,1375,12052017
7414,Nashik,Sinner,Bajra,1321,1700,1400,11052017
7415,Nashik,Sinner,Bajra,1326,1596,1400,10052017
7416,Nashik,Sinner,Bajra,1360,1550,1400,08052017
7417,Nashik,Sinner,Bajra,1340,1625,1575,07052017
7418,Nashik,Sinner,Bajra,1291,1331,1300,05052017
7419,Nashik,Sinner,Bajra,1260,1401,1350,04052017
7420,Nashik,Sinner,Bajra,1098,1550,1350,03052017
7421,Nashik,Sinner,Bajra,1200,1706,1440,30042017
7422,Nashik,Sinner,Bajra,1100,1600,1450,27042017
7423,Nashik,Sinner,Bajra,1000,1432,1330,26042017
7424,Nashik,Sinner,Bajra,1100,1616,1425,24042017
7425,Nashik,Sinner,Bajra,1266,1500,1400,23042017
7426,Nashik,Sinner,Bajra,1266,1500,1400,21042017
7427,Nashik,Sinner,Bajra,1260,1450,1400,20042017
7428,Nashik,Sinner,Bajra,1200,1401,1350,17042017
7429,Nashik,Sinner,Bajra,1200,1811,1350,16042017
7430,Nashik,Sinner,Bajra,1283,1661,1450,13042017
7431,Nashik,Sinner,Bajra,1235,1801,1400,12042017
7432,Nashik,Sinner,Bajra,1100,1660,1500,09042017
7433,Nashik,Sinner,Bajra,1500,1665,1600,07042017
7434,Nashik,Sinner,Bajra,1260,1736,1550,06042017
7435,Nashik,Sinner,Bajra,1200,1751,1600,05042017
7436,Nashik,Sinner,Bajra,1226,1600,1500,03042017
7437,Nashik,Sinner,Bajra,1200,1750,1600,02042017
7438,Nashik,Sinner,Bajra,1300,2100,1800,26032017
7439,Nashik,Sinner,Bajra,1601,1813,1620,24032017
7440,Nashik,Sinner,Bajra,1301,1805,1650,23032017
7441,Nashik,Sinner,Bajra,1375,2000,1600,22032017
7442,Nashik,Sinner,Bajra,1400,1840,1700,20032017
7443,Nashik,Sinner,Bajra,1225,1825,1600,19032017
7444,Nashik,Sinner,Bajra,1355,1750,1501,16032017
7445,Nashik,Sinner,Bajra,1719,1719,1719,10032017
7446,Nashik,Sinner,Bajra,1370,1645,1600,09032017
7447,Nashik,Sinner,Bajra,1201,1601,1450,08032017
7448,Nashik,Sinner,Bajra,1451,1801,1650,06032017
7449,Nashik,Sinner,Bajra,1201,1450,1280,05032017
7450,Nashik,Sinner,Bajra,1100,1576,1500,02032017
7451,Nashik,Sinner,Bajra,1100,1651,1400,01032017
7452,Nashik,Sinner,Bajra,1200,1650,1350,27022017
7453,Nashik,Sinner,Bajra,1130,1700,1350,26022017
7454,Nashik,Sinner,Bajra,1100,1500,1400,23022017
7455,Nashik,Sinner,Bajra,1250,1608,1400,22022017
7456,Nashik,Sinner,Bajra,1250,1501,1400,17022017
7457,Nashik,Sinner,Bajra,1290,1600,1450,16022017
7458,Nashik,Sinner,Bajra,1270,1800,1550,13022017
7459,Nashik,Sinner,Bajra,1101,1790,1400,12022017
7460,Nashik,Sinner,Bajra,1200,1762,1500,09022017
7461,Nashik,Sinner,Bajra,1301,1891,1700,08022017
7462,Nashik,Sinner,Bajra,1200,1600,1500,06022017
7463,Nashik,Sinner,Bajra,1000,1821,1500,05022017
7464,Nashik,Sinner,Bajra,1300,1540,1500,30012017
7465,Nashik,Sinner,Bajra,1150,1750,1600,29012017
7466,Nashik,Sinner,Bajra,1350,1765,1600,27012017
7467,Nashik,Sinner,Bajra,1301,1795,1550,25012017
7468,Nashik,Sinner,Bajra,1241,1826,1600,18012017
7469,Nashik,Sinner,Bajra,1400,1831,1700,16012017
7470,Nashik,Sinner,Bajra,1355,1595,1500,13012017
7471,Nashik,Sinner,Bajra,1190,1700,1350,12012017
7472,Nashik,Sinner,Bajra,1251,1555,1450,11012017
7473,Nashik,Sinner,Bajra,1271,1671,1500,09012017
7474,Nashik,Sinner,Bajra,1226,1691,1500,08012017
7475,Nashik,Sinner,Bajra,1241,1704,1550,05012017
7476,Nashik,Sinner,Bajra,1270,1600,1500,04012017
7477,Nashik,Sinner,Bajra,1400,1652,1550,01012017
7478,Nashik,Sinner,Bajra,1101,1670,1500,29122016
7479,Nashik,Sinner,Bajra,1300,1523,1450,28122016
7480,Nashik,Sinner,Bajra,1200,1875,1600,26122016
7481,Nashik,Sinner,Bajra,1225,1630,1450,23122016
7482,Nashik,Sinner,Bajra,750,1755,1550,22122016
7483,Nashik,Sinner,Bajra,1300,1551,1450,21122016
7484,Nashik,Sinner,Bajra,1370,1533,1450,19122016
7485,Nashik,Sinner,Bajra,1432,1801,1600,18122016
7486,Nashik,Sinner,Bajra,1200,1200,1200,16122016
7487,Nashik,Sinner,Bajra,1326,1700,1550,15122016
7488,Nashik,Sinner,Bajra,1100,1775,1500,14122016
7489,Nashik,Sinner,Bajra,1476,1615,1550,12122016
7490,Nashik,Sinner,Bajra,1000,1600,1350,11122016
7491,Nashik,Sinner,Bajra,1251,1710,1600,09122016
7492,Nashik,Sinner,Bajra,1126,1551,1350,08122016
7493,Nashik,Sinner,Bajra,1150,1725,1600,07122016
7494,Nashik,Sinner,Bajra,1100,1966,1750,04122016
7495,Nashik,Sinner,Bajra,1136,1766,1600,02122016
7496,Nashik,Sinner,Bajra,1400,1900,1700,01122016
7497,Nashik,Sinner,Bajra,1400,1900,1700,30112016
7498,Nashik,Sinner,Bajra,1576,1925,1800,28112016
7499,Nashik,Sinner,Bajra,1452,1650,1550,24112016
7500,Nashik,Sinner,Bajra,1350,1905,1800,23112016
