Sr. No,District Name,Market Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1130,Nashik,Devala,Bajra,1430,1506,1449,21012013
1131,Nashik,Devala,Bajra,1416,1581,1500,18012013
1132,Nashik,Devala,Bajra,1420,1500,1450,17012013
1133,Nashik,Devala,Bajra,1387,1535,1480,16012013
1134,Nashik,Devala,Bajra,1386,1585,1450,10012013
1135,Nashik,Devala,Bajra,1155,1552,1400,09012013
1136,Nashik,Devala,Bajra,1322,1571,1410,08012013
1137,Nashik,Devala,Bajra,1361,1455,1400,07012013
1138,Nashik,Devala,Bajra,1371,1500,1441,04012013
1139,Nashik,Devala,Bajra,1492,1492,1492,03012013
1140,Nashik,Devala,Bajra,1351,1570,1456,02012013
1141,Nashik,Devala,Bajra,1400,1490,1451,01012013
1142,Nashik,Devala,Bajra,1425,1562,1500,31122012
1143,Nashik,Devala,Bajra,1441,1527,1500,28122012
1144,Nashik,Devala,Bajra,925,1540,1465,27122012
1145,Nashik,Devala,Bajra,1400,1585,1500,26122012
1146,Nashik,Devala,Bajra,1432,1574,1465,24122012
1147,Nashik,Devala,Bajra,1441,1500,1475,21122012
1148,Nashik,Devala,Bajra,1456,1586,1500,20122012
1149,Nashik,Devala,Bajra,1281,1511,1425,19122012
1150,Nashik,Devala,Bajra,1450,1614,1536,18122012
1151,Nashik,Devala,Bajra,1446,1675,1555,17122012
1152,Nashik,Devala,Bajra,1442,1575,1500,14122012
1153,Nashik,Devala,Bajra,1380,1685,1450,12122012
1154,Nashik,Devala,Bajra,1390,1593,1475,11122012
1155,Nashik,Devala,Bajra,1376,1461,1461,10122012
1156,Nashik,Devala,Bajra,1400,1481,1450,08122012
1157,Nashik,Devala,Bajra,1400,1481,1450,07122012
1158,Nashik,Devala,Bajra,1381,1515,1405,06122012
1159,Nashik,Devala,Bajra,1301,1461,1371,05122012
1160,Nashik,Devala,Bajra,1290,1491,1371,04122012
1161,Nashik,Devala,Bajra,1251,1500,1356,03122012
1162,Nashik,Devala,Bajra,1175,1527,1400,30112012
1163,Nashik,Devala,Bajra,1305,1500,1400,29112012
1164,Nashik,Devala,Bajra,1340,1430,1400,27112012
1165,Nashik,Devala,Bajra,1251,1448,1340,26112012
1166,Nashik,Devala,Bajra,1309,1426,1341,23112012
1167,Nashik,Devala,Bajra,1265,1413,1300,22112012
1168,Nashik,Devala,Bajra,1191,1451,1300,21112012
1169,Nashik,Devala,Bajra,1328,1461,1395,20112012
1170,Nashik,Devala,Bajra,1222,1406,1310,19112012
1171,Nashik,Devala,Bajra,1211,1497,1321,09112012
1172,Nashik,Devala,Bajra,1091,1525,1300,08112012
1173,Nashik,Devala,Bajra,1100,1514,1321,07112012
1174,Nashik,Devala,Bajra,1200,1373,1300,06112012
1175,Nashik,Devala,Bajra,1225,1525,1371,05112012
1176,Nashik,Devala,Bajra,1265,1464,1326,01112012
1177,Nashik,Devala,Bajra,1240,1425,1302,31102012
1178,Nashik,Devala,Bajra,1186,1371,1250,30102012
1179,Nashik,Devala,Bajra,1071,1360,1249,29102012
1180,Nashik,Devala,Bajra,1182,1355,1200,25102012
1181,Nashik,Devala,Bajra,1140,1400,1225,23102012
1182,Nashik,Devala,Bajra,1121,1375,1251,22102012
1183,Nashik,Devala,Bajra,1125,1361,1250,19102012
1184,Nashik,Devala,Bajra,952,1400,1251,18102012
1185,Nashik,Devala,Bajra,1091,1353,1240,17102012
1186,Nashik,Devala,Bajra,1150,1311,1200,16102012
1187,Nashik,Devala,Bajra,1035,1372,1200,12102012
1188,Nashik,Devala,Bajra,1083,1358,1275,11102012
1189,Nashik,Devala,Bajra,1100,1366,1250,10102012
1190,Nashik,Devala,Bajra,1095,1360,1260,09102012
1191,Nashik,Devala,Bajra,1100,1272,1200,08102012
1192,Nashik,Devala,Bajra,1146,1240,1194,05102012
1193,Nashik,Devala,Bajra,1145,1275,1200,04102012
1194,Nashik,Devala,Bajra,1100,1238,1221,03102012
1195,Nashik,Devala,Bajra,1100,1265,1200,01102012
1196,Nashik,Devala,Bajra,1071,1300,1200,28092012
1197,Nashik,Devala,Bajra,1176,1354,1280,27092012
1198,Nashik,Devala,Bajra,1171,1350,1246,26092012
1199,Nashik,Devala,Bajra,1172,1351,1275,24092012
1200,Nashik,Devala,Bajra,1232,1376,1300,21092012
1201,Nashik,Devala,Bajra,1133,1351,1275,18092012
1202,Nashik,Devala,Bajra,1190,1370,1300,17092012
1203,Nashik,Devala,Bajra,1274,1377,1300,14092012
1204,Nashik,Devala,Bajra,1162,1341,1275,12092012
1205,Nashik,Devala,Bajra,1105,1372,1251,11092012
1206,Nashik,Devala,Bajra,1275,1451,1352,07092012
1207,Nashik,Devala,Bajra,1260,1526,1400,06092012
1208,Nashik,Devala,Bajra,1350,1480,1401,05092012
1209,Nashik,Devala,Bajra,1340,1484,1400,04092012
1210,Nashik,Devala,Bajra,1330,1481,1400,03092012
1211,Nashik,Devala,Bajra,1330,1511,1400,31082012
1212,Nashik,Devala,Bajra,1126,1521,1405,30082012
1213,Nashik,Devala,Bajra,1341,1467,1400,29082012
1214,Nashik,Devala,Bajra,1342,1500,1400,28082012
1215,Nashik,Devala,Bajra,1200,1575,1400,27082012
1216,Nashik,Devala,Bajra,1331,1565,1455,24082012
1217,Nashik,Devala,Bajra,1311,1431,1381,21082012
1218,Nashik,Devala,Bajra,1270,1425,1351,16082012
1219,Nashik,Devala,Bajra,1275,1398,1358,14082012
1220,Nashik,Devala,Bajra,1151,1381,1341,13082012
1221,Nashik,Devala,Bajra,1314,1375,1370,10082012
1222,Nashik,Devala,Bajra,1181,1426,1312,09082012
1223,Nashik,Devala,Bajra,1251,1365,1311,08082012
1224,Nashik,Devala,Bajra,1245,1330,1300,07082012
1225,Nashik,Devala,Bajra,1226,1352,1325,06082012
1226,Nashik,Devala,Bajra,1192,1435,1305,03082012
1227,Nashik,Devala,Bajra,1291,1500,1404,01082012
1228,Nashik,Devala,Bajra,1292,1345,1344,31072012
1229,Nashik,Devala,Bajra,1225,1475,1435,30072012
1230,Nashik,Devala,Bajra,1291,1443,1400,27072012
1231,Nashik,Devala,Bajra,1350,1451,1405,26072012
1232,Nashik,Devala,Bajra,1300,1400,1346,25072012
1233,Nashik,Devala,Bajra,1261,1434,1400,24072012
1234,Nashik,Devala,Bajra,1400,1400,1400,23072012
1235,Nashik,Devala,Bajra,1270,1336,1300,20072012
1236,Nashik,Devala,Bajra,1278,1376,1361,19072012
1237,Nashik,Devala,Bajra,1220,1400,1340,17072012
1238,Nashik,Devala,Bajra,1226,1400,1301,16072012
1239,Nashik,Devala,Bajra,1075,1326,1290,13072012
1240,Nashik,Devala,Bajra,1123,1326,1250,12072012
1241,Nashik,Devala,Bajra,1224,1295,1251,11072012
1242,Nashik,Devala,Bajra,1232,1299,1260,10072012
1243,Nashik,Devala,Bajra,1025,1316,1235,09072012
1244,Nashik,Devala,Bajra,1147,1270,1225,06072012
1245,Nashik,Devala,Bajra,1021,1251,1196,05072012
1246,Nashik,Devala,Bajra,1185,1300,1255,04072012
1247,Nashik,Devala,Bajra,1209,1275,1251,02072012
1248,Nashik,Devala,Bajra,1130,1356,1205,29062012
1249,Nashik,Devala,Bajra,1050,1270,1227,28062012
1250,Nashik,Devala,Bajra,1184,1230,1228,27062012
1251,Nashik,Devala,Bajra,1170,1364,1215,26062012
1252,Nashik,Devala,Bajra,1153,1301,1272,25062012
1253,Nashik,Devala,Bajra,1173,1374,1230,22062012
1254,Nashik,Devala,Bajra,1050,1336,1231,21062012
1255,Nashik,Devala,Bajra,1025,1262,1205,20062012
1256,Nashik,Devala,Bajra,1094,1281,1211,18062012
1257,Nashik,Devala,Bajra,1051,1270,1200,15062012
1258,Nashik,Devala,Bajra,1119,1257,1190,13062012
1259,Nashik,Devala,Bajra,1141,1254,1200,12062012
1260,Nashik,Devala,Bajra,1026,1227,1200,11062012
1261,Nashik,Devala,Bajra,999,1150,1100,08062012
1262,Nashik,Devala,Bajra,1061,1156,1115,07062012
1263,Nashik,Devala,Bajra,970,1212,1121,06062012
1264,Nashik,Devala,Bajra,1051,1165,1101,05062012
1265,Nashik,Devala,Bajra,900,1179,1100,04062012
1266,Nashik,Devala,Bajra,1001,1181,1128,01062012
1267,Nashik,Devala,Bajra,1051,1051,1051,31052012
1268,Nashik,Devala,Bajra,1001,1146,1061,30052012
1269,Nashik,Devala,Bajra,885,1125,1081,29052012
1270,Nashik,Devala,Bajra,951,1174,1151,28052012
1271,Nashik,Devala,Bajra,1051,1230,1190,25052012
1272,Nashik,Devala,Bajra,1112,1221,1171,24052012
1273,Nashik,Devala,Bajra,1070,1290,1199,23052012
1274,Nashik,Devala,Bajra,1145,1270,1216,22052012
1275,Nashik,Devala,Bajra,1100,1285,1175,21052012
1276,Nashik,Devala,Bajra,1150,1325,1200,18052012
1277,Nashik,Devala,Bajra,1054,1301,1230,16052012
1278,Nashik,Devala,Bajra,1222,1285,1275,15052012
1279,Nashik,Devala,Bajra,1188,1330,1225,14052012
1280,Nashik,Devala,Bajra,1186,1361,1311,11052012
1281,Nashik,Devala,Bajra,1176,1371,1225,10052012
1282,Nashik,Devala,Bajra,1221,1346,1291,09052012
1283,Nashik,Devala,Bajra,1143,1365,1325,08052012
1284,Nashik,Devala,Bajra,1067,1370,1324,07052012
1285,Nashik,Devala,Bajra,1001,1380,1290,04052012
1286,Nashik,Devala,Bajra,1213,1341,1295,03052012
1287,Nashik,Devala,Bajra,1140,1365,1305,02052012
1288,Nashik,Devala,Bajra,1165,1342,1300,30042012
1289,Nashik,Devala,Bajra,1151,1356,1220,27042012
1290,Nashik,Devala,Bajra,1095,1296,1291,26042012
1291,Nashik,Devala,Bajra,1180,1340,1225,23042012
1292,Nashik,Devala,Bajra,1055,1405,1220,20042012
1293,Nashik,Devala,Bajra,1051,1352,1261,19042012
1294,Nashik,Devala,Bajra,1140,1386,1270,18042012
1295,Nashik,Devala,Bajra,1190,1418,1350,17042012
1296,Nashik,Devala,Bajra,1251,1315,1300,16042012
1297,Nashik,Devala,Bajra,1175,1300,1251,13042012
1298,Nashik,Devala,Bajra,1183,1370,1323,11042012
1299,Nashik,Devala,Bajra,1267,1376,1335,10042012
1300,Nashik,Devala,Bajra,1164,1382,1272,09042012
1301,Nashik,Devala,Bajra,1194,1331,1248,04042012
1302,Nashik,Devala,Bajra,1230,1341,1294,03042012
1303,Nashik,Devala,Bajra,1072,1290,1209,27032012
1304,Nashik,Devala,Bajra,1101,1266,1200,26032012
1305,Nashik,Devala,Bajra,1029,1246,1190,21032012
1306,Nashik,Devala,Bajra,1051,1232,1175,20032012
1307,Nashik,Devala,Bajra,1051,1199,1185,19032012
1308,Nashik,Devala,Bajra,1141,1266,1200,16032012
1309,Nashik,Devala,Bajra,1051,1271,1200,15032012
1310,Nashik,Devala,Bajra,1062,1230,1149,14032012
1311,Nashik,Devala,Bajra,1161,1261,1185,13032012
1312,Nashik,Devala,Bajra,961,1218,1166,12032012
1313,Nashik,Devala,Bajra,1112,1280,1210,09032012
1314,Nashik,Devala,Bajra,1145,1225,1200,06032012
1315,Nashik,Devala,Bajra,1111,1260,1200,05032012
1316,Nashik,Devala,Bajra,1035,1266,1180,02032012
1317,Nashik,Devala,Bajra,1066,1261,1200,01032012
1318,Nashik,Devala,Bajra,1000,1242,1200,29022012
1319,Nashik,Devala,Bajra,975,1228,1196,28022012
1320,Nashik,Devala,Bajra,1122,1256,1200,27022012
1321,Nashik,Devala,Bajra,997,1234,1175,24022012
1322,Nashik,Devala,Bajra,1050,1251,1200,23022012
1323,Nashik,Devala,Bajra,1091,1172,1142,22022012
1324,Nashik,Devala,Bajra,1149,1235,1200,17022012
1325,Nashik,Devala,Bajra,1101,1266,1175,16022012
1326,Nashik,Devala,Bajra,988,1205,1130,15022012
1327,Nashik,Devala,Bajra,1121,1264,1200,14022012
1328,Nashik,Devala,Bajra,900,1231,1185,13022012
1329,Nashik,Devala,Bajra,1131,1240,1240,10022012
1330,Nashik,Devala,Bajra,981,1259,1150,09022012
1331,Nashik,Devala,Bajra,1125,1246,1200,08022012
1332,Nashik,Devala,Bajra,968,1256,1111,06022012
1333,Nashik,Devala,Bajra,1056,1181,1114,03022012
1334,Nashik,Devala,Bajra,1055,1256,1151,02022012
1335,Nashik,Devala,Bajra,1011,1151,1100,01022012
1336,Nashik,Devala,Bajra,1000,1251,1131,31012012
1337,Nashik,Devala,Bajra,1100,1160,1150,30012012
1338,Nashik,Devala,Bajra,925,1200,1140,27012012
1339,Nashik,Devala,Bajra,1070,1240,1211,25012012
1340,Nashik,Devala,Bajra,1100,1281,1200,24012012
1341,Nashik,Devala,Bajra,1031,1251,1162,20012012
1342,Nashik,Devala,Bajra,1111,1230,1161,19012012
1343,Nashik,Devala,Bajra,975,1272,1180,18012012
1344,Nashik,Devala,Bajra,1085,1239,1176,16012012
1345,Nashik,Devala,Bajra,1098,1251,1181,13012012
1346,Nashik,Devala,Bajra,1112,1300,1200,12012012
1347,Nashik,Devala,Bajra,900,1230,1171,11012012
1348,Nashik,Devala,Bajra,1000,1212,1105,10012012
1349,Nashik,Devala,Bajra,1149,1293,1251,06012012
1350,Nashik,Devala,Bajra,951,1299,1200,05012012
1351,Nashik,Devala,Bajra,1030,1295,1200,04012012
1352,Nashik,Devala,Bajra,1000,1346,1201,03012012
1353,Nashik,Devala,Bajra,999,1251,1156,02012012
1354,Nashik,Devala,Bajra,1000,1224,1166,30122011
1355,Nashik,Devala,Bajra,1116,1190,1145,29122011
1356,Nashik,Devala,Bajra,930,1181,1130,28122011
1357,Nashik,Devala,Bajra,842,1218,1151,27122011
1358,Nashik,Devala,Bajra,891,1272,1160,26122011
1359,Nashik,Devala,Bajra,981,1216,1150,23122011
1360,Nashik,Devala,Bajra,980,1171,1100,22122011
1361,Nashik,Devala,Bajra,871,1204,1150,21122011
1362,Nashik,Devala,Bajra,951,1232,1100,20122011
1363,Nashik,Devala,Bajra,976,1176,1100,16122011
1364,Nashik,Devala,Bajra,876,1238,1150,15122011
1365,Nashik,Devala,Bajra,875,1230,1100,13122011
1366,Nashik,Devala,Bajra,950,1216,1151,09122011
1367,Nashik,Devala,Bajra,875,1200,1125,07122011
1368,Nashik,Devala,Bajra,941,1212,1150,05122011
1369,Nashik,Devala,Bajra,990,1246,1150,02122011
1370,Nashik,Devala,Bajra,991,1252,1150,01122011
1371,Nashik,Devala,Bajra,870,1145,1020,30112011
1372,Nashik,Devala,Bajra,875,1200,1100,29112011
1373,Nashik,Devala,Bajra,871,1159,1100,28112011
1374,Nashik,Devala,Bajra,877,1300,1200,24112011
1375,Nashik,Devala,Bajra,941,1279,1150,16112011
1376,Nashik,Devala,Bajra,988,1234,1151,15112011
1377,Nashik,Devala,Bajra,929,1151,1100,14112011
1378,Nashik,Devala,Bajra,1015,1132,1100,11112011
1379,Nashik,Devala,Bajra,965,1262,1172,09112011
1380,Nashik,Devala,Bajra,900,1213,1050,08112011
1381,Nashik,Devala,Bajra,851,1181,1051,04112011
1382,Nashik,Devala,Bajra,895,1131,1050,18102011
1383,Nashik,Devala,Bajra,860,1201,1100,14102011
1384,Nashik,Devala,Bajra,871,1136,957,11102011
1385,Nashik,Devala,Bajra,860,1141,1050,30092011
1386,Nashik,Devala,Bajra,851,1131,900,29092011
1387,Nashik,Devala,Bajra,881,1151,971,28092011
1388,Nashik,Devala,Bajra,851,1205,1050,26092011
1389,Nashik,Devala,Bajra,870,1242,1050,23092011
1390,Nashik,Devala,Bajra,865,1055,1000,22092011
1391,Nashik,Devala,Bajra,1075,1075,1075,21092011
1392,Nashik,Devala,Bajra,900,1175,1050,20092011
1393,Nashik,Devala,Bajra,888,1200,1050,19092011
1394,Nashik,Devala,Bajra,1009,1219,1219,16092011
1395,Nashik,Devala,Bajra,1026,1200,1150,15092011
1396,Nashik,Devala,Bajra,1061,1234,1234,14092011
1397,Nashik,Devala,Bajra,1020,1171,1100,13092011
1398,Nashik,Devala,Bajra,1234,1234,1234,12092011
1399,Nashik,Devala,Bajra,951,1324,1150,09092011
1400,Nashik,Devala,Bajra,921,1212,1121,08092011
1401,Nashik,Devala,Bajra,919,1021,1000,07092011
1402,Nashik,Devala,Bajra,946,1251,1100,06092011
1403,Nashik,Devala,Bajra,1047,1125,1093,05092011
1404,Nashik,Devala,Bajra,1076,1262,1150,30082011
1405,Nashik,Devala,Bajra,1051,1226,1150,29082011
1406,Nashik,Devala,Bajra,1076,1270,1150,25082011
1407,Nashik,Devala,Bajra,1156,1156,1156,23082011
1408,Nashik,Devala,Bajra,950,1271,1140,22082011
1409,Nashik,Devala,Bajra,1023,1145,1023,18082011
1410,Nashik,Devala,Bajra,1085,1151,1085,17082011
1411,Nashik,Devala,Bajra,1045,1190,1120,16082011
1412,Nashik,Devala,Bajra,1037,1037,1037,11082011
1413,Nashik,Devala,Bajra,964,1151,1050,10082011
1414,Nashik,Devala,Bajra,1118,1140,1130,09082011
1415,Nashik,Devala,Bajra,970,1240,1196,05082011
1416,Nashik,Devala,Bajra,1031,1125,1100,04082011
1417,Nashik,Devala,Bajra,1105,1122,1105,03082011
1418,Nashik,Devala,Bajra,1033,1196,1100,02082011
1419,Nashik,Devala,Bajra,970,1241,1100,01082011
1420,Nashik,Devala,Bajra,1026,1164,1140,28072011
1421,Nashik,Devala,Bajra,1142,1200,1152,27072011
1422,Nashik,Devala,Bajra,1120,1120,1120,26072011
1423,Nashik,Devala,Bajra,1157,1221,1221,22072011
1424,Nashik,Devala,Bajra,1211,1251,1211,21072011
1425,Nashik,Devala,Bajra,1126,1126,1126,20072011
1426,Nashik,Devala,Bajra,1136,1136,1136,19072011
1427,Nashik,Devala,Bajra,1267,1267,1267,18072011
1428,Nashik,Devala,Bajra,1130,1180,1175,15072011
1429,Nashik,Devala,Bajra,1086,1161,1161,13072011
1430,Nashik,Devala,Bajra,1000,1075,1055,12072011
1431,Nashik,Devala,Bajra,1050,1225,1070,08072011
1432,Nashik,Devala,Bajra,1040,1051,1051,07072011
1433,Nashik,Devala,Bajra,1040,1051,1051,06072011
1434,Nashik,Devala,Bajra,1135,1211,1165,05072011
1435,Nashik,Devala,Bajra,885,1151,1130,04072011
1436,Nashik,Devala,Bajra,1093,1122,1122,29062011
1437,Nashik,Devala,Bajra,930,1151,1151,28062011
1438,Nashik,Devala,Bajra,1081,1107,1100,27062011
1439,Nashik,Devala,Bajra,1031,1150,1136,24062011
1440,Nashik,Devala,Bajra,1061,1156,1091,23062011
1441,Nashik,Devala,Bajra,1050,1070,1060,22062011
1442,Nashik,Devala,Bajra,1011,1131,1051,21062011
1443,Nashik,Devala,Bajra,941,1130,1050,20062011
1444,Nashik,Devala,Bajra,967,1115,1040,16062011
1445,Nashik,Devala,Bajra,984,1264,1000,15062011
1446,Nashik,Devala,Bajra,991,1185,1040,14062011
1447,Nashik,Devala,Bajra,1012,1140,1091,13062011
1448,Nashik,Devala,Bajra,1100,1158,1150,09062011
1449,Nashik,Devala,Bajra,1011,1176,1125,08062011
1450,Nashik,Devala,Bajra,926,1077,1041,07062011
1451,Nashik,Devala,Bajra,1002,1151,1100,06062011
1452,Nashik,Devala,Bajra,1028,1105,1100,03062011
1453,Nashik,Devala,Bajra,1050,1180,1150,02062011
1454,Nashik,Devala,Bajra,1000,1142,1100,31052011
1455,Nashik,Devala,Bajra,1125,1261,1200,30052011
1456,Nashik,Devala,Bajra,972,1260,1180,27052011
1457,Nashik,Devala,Bajra,1065,1240,1200,26052011
1458,Nashik,Devala,Bajra,1100,1250,1180,25052011
1459,Nashik,Devala,Bajra,1038,1260,1185,24052011
1460,Nashik,Devala,Bajra,1125,1205,1175,23052011
1461,Nashik,Devala,Bajra,1130,1272,1175,20052011
1462,Nashik,Devala,Bajra,1150,1300,1250,19052011
1463,Nashik,Devala,Bajra,1072,1291,1225,18052011
1464,Nashik,Devala,Bajra,1050,1316,1261,16052011
1465,Nashik,Devala,Bajra,1111,1291,1263,13052011
1466,Nashik,Devala,Bajra,1077,1300,1190,12052011
1467,Nashik,Devala,Bajra,1050,1185,1100,11052011
1468,Nashik,Devala,Bajra,1000,1381,1150,10052011
1469,Nashik,Devala,Bajra,1000,1272,1141,09052011
1470,Nashik,Devala,Bajra,1090,1270,1254,04052011
1471,Nashik,Devala,Bajra,1150,1224,1200,02052011
1472,Nashik,Devala,Bajra,1080,1241,1181,29042011
1473,Nashik,Devala,Bajra,1097,1341,1287,28042011
1474,Nashik,Devala,Bajra,1053,1340,1191,27042011
1475,Nashik,Devala,Bajra,1100,1300,1225,26042011
1476,Nashik,Devala,Bajra,1100,1395,1150,25042011
1477,Nashik,Devala,Bajra,1100,1375,1225,21042011
1478,Nashik,Devala,Bajra,1077,1140,1126,20042011
1479,Nashik,Devala,Bajra,1031,1300,1246,19042011
1480,Nashik,Devala,Bajra,1000,1047,1010,18042011
1481,Nashik,Devala,Bajra,1000,1185,1100,15042011
1482,Nashik,Devala,Bajra,950,1213,1100,13042011
1483,Nashik,Devala,Bajra,1050,1226,1100,11042011
1484,Nashik,Devala,Bajra,900,1181,1050,25032011
1485,Nashik,Devala,Bajra,928,1206,1000,24032011
1486,Nashik,Devala,Bajra,971,1069,1000,23032011
1487,Nashik,Devala,Bajra,1000,1086,1050,22032011
1488,Nashik,Devala,Bajra,881,1095,1024,21032011
1489,Nashik,Devala,Bajra,906,1130,1072,18032011
1490,Nashik,Devala,Bajra,975,1118,1000,17032011
1491,Nashik,Devala,Bajra,950,1140,1000,16032011
1492,Nashik,Devala,Bajra,900,1071,1001,15032011
1493,Nashik,Devala,Bajra,1038,1086,1063,14032011
1494,Nashik,Devala,Bajra,975,1100,1000,11032011
1495,Nashik,Devala,Bajra,977,1173,1100,10032011
1496,Nashik,Devala,Bajra,866,1205,1175,09032011
1497,Nashik,Devala,Bajra,980,1180,1141,08032011
1498,Nashik,Devala,Bajra,953,1161,1125,07032011
1499,Nashik,Devala,Bajra,1000,1191,1100,03032011
1500,Nashik,Devala,Bajra,871,1146,1071,01032011
1501,Nashik,Devala,Bajra,855,1091,1072,28022011
1502,Nashik,Devala,Bajra,911,1161,1113,25022011
1503,Nashik,Devala,Bajra,930,1155,1041,24022011
1504,Nashik,Devala,Bajra,876,1081,1036,23022011
1505,Nashik,Devala,Bajra,891,1036,950,22022011
1506,Nashik,Devala,Bajra,840,967,936,21022011
1507,Nashik,Devala,Bajra,876,1138,999,18022011
1508,Nashik,Devala,Bajra,920,1105,1097,17022011
1509,Nashik,Devala,Bajra,946,991,974,16022011
1510,Nashik,Devala,Bajra,945,1162,1081,14022011
1511,Nashik,Devala,Bajra,900,1141,1115,11022011
1512,Nashik,Devala,Bajra,899,1171,1125,10022011
1513,Nashik,Devala,Bajra,881,1027,1002,09022011
1514,Nashik,Devala,Bajra,915,1100,1051,31012011
1515,Nashik,Devala,Bajra,915,1129,1065,28012011
1516,Nashik,Devala,Bajra,1051,1165,1111,25012011
1517,Nashik,Devala,Bajra,940,1165,1100,24012011
1518,Nashik,Devala,Bajra,921,1141,1025,17012011
1519,Nashik,Devala,Bajra,873,1141,1075,14012011
1520,Nashik,Devala,Bajra,856,980,970,13012011
1521,Nashik,Devala,Bajra,883,1045,966,12012011
1522,Nashik,Devala,Bajra,865,1205,1071,10012011
1523,Nashik,Devala,Bajra,845,1175,928,28122010
1524,Nashik,Devala,Bajra,885,1085,976,23122010
1525,Nashik,Devala,Bajra,871,1075,951,22122010
1526,Nashik,Devala,Bajra,885,1068,921,21122010
1527,Nashik,Devala,Bajra,887,1114,1014,16122010
1528,Nashik,Devala,Bajra,872,1054,961,13122010
1529,Nashik,Devala,Bajra,840,1100,1066,08122010
1530,Nashik,Devala,Bajra,855,1064,930,06122010
1531,Nashik,Dindori,Bajra,1600,1800,1700,18112018
1532,Nashik,Dindori,Bajra,1500,1700,1650,21102018
1533,Nashik,Dindori,Bajra,1400,1500,1450,14102018
1534,Nashik,Dindori,Bajra,1500,1675,1600,07102018
1535,Nashik,Dindori,Bajra,1550,1680,1600,23092018
1536,Nashik,Dindori,Bajra,1200,1550,1400,26082018
1537,Nashik,Dindori,Bajra,1500,1550,1525,29072018
1538,Nashik,Dindori,Bajra,1500,1600,1550,22072018
1539,Nashik,Dindori,Bajra,1400,1570,1440,15072018
1540,Nashik,Dindori,Bajra,1475,1525,1500,08072018
1541,Nashik,Dindori,Bajra,1300,1550,1400,24062018
1542,Nashik,Dindori,Bajra,1400,1600,1550,10062018
1543,Nashik,Dindori,Bajra,1350,1650,1400,03062018
1544,Nashik,Dindori,Bajra,1400,1600,1575,31122017
1545,Nashik,Dindori,Bajra,1400,1500,1460,17122017
1546,Nashik,Dindori,Bajra,1300,1500,1457,03122017
1547,Nashik,Dindori,Bajra,1450,1600,1500,19032017
1548,Nashik,Kalvan,Bajra,1400,1400,1400,03122018
1549,Nashik,Kalvan,Bajra,1300,2200,1700,30112018
1550,Nashik,Kalvan,Bajra,1700,1751,1700,26112018
1551,Nashik,Kalvan,Bajra,1700,2051,1800,22112018
1552,Nashik,Kalvan,Bajra,1600,2000,1800,20112018
1553,Nashik,Kalvan,Bajra,1200,2100,1700,19112018
1554,Nashik,Kalvan,Bajra,1751,1851,1751,17112018
1555,Nashik,Kalvan,Bajra,1200,1652,1500,16112018
1556,Nashik,Kalvan,Bajra,1401,1801,1701,15112018
1557,Nashik,Kalvan,Bajra,1600,2252,1700,03112018
1558,Nashik,Kalvan,Bajra,1600,1611,1611,02112018
1559,Nashik,Kalvan,Bajra,1800,1826,1800,01112018
1560,Nashik,Kalvan,Bajra,1300,2000,1951,31102018
1561,Nashik,Kalvan,Bajra,1501,1901,1751,30102018
1562,Nashik,Kalvan,Bajra,1601,2101,1901,29102018
1563,Nashik,Kalvan,Bajra,1901,2000,1901,27102018
1564,Nashik,Kalvan,Bajra,1200,1951,1200,26102018
1565,Nashik,Kalvan,Bajra,1200,1800,1400,25102018
1566,Nashik,Kalvan,Bajra,1600,1900,1825,22102018
1567,Nashik,Kalvan,Bajra,1700,1900,1700,20102018
1568,Nashik,Kalvan,Bajra,1100,2062,1800,19102018
1569,Nashik,Kalvan,Bajra,1700,1952,1925,16102018
1570,Nashik,Kalvan,Bajra,1500,1900,1837,15102018
1571,Nashik,Kalvan,Bajra,1162,1162,1162,13102018
1572,Nashik,Kalvan,Bajra,1100,1800,1400,12102018
1573,Nashik,Kalvan,Bajra,1100,1821,1672,11102018
1574,Nashik,Kalvan,Bajra,1252,1800,1600,09102018
1575,Nashik,Kalvan,Bajra,1721,1721,1721,06102018
1576,Nashik,Kalvan,Bajra,1101,1775,1600,05102018
1577,Nashik,Kalvan,Bajra,1101,1775,1600,04102018
1578,Nashik,Kalvan,Bajra,1100,1736,1251,01102018
1579,Nashik,Kalvan,Bajra,1351,1351,1351,29092018
1580,Nashik,Kalvan,Bajra,1300,1783,1300,28092018
1581,Nashik,Kalvan,Bajra,1300,1761,1400,27092018
1582,Nashik,Kalvan,Bajra,1500,1551,1525,24092018
1583,Nashik,Kalvan,Bajra,1100,1581,1400,22092018
1584,Nashik,Kalvan,Bajra,101,1561,1400,21092018
1585,Nashik,Kalvan,Bajra,1100,1551,1525,18092018
1586,Nashik,Kalvan,Bajra,1501,1601,1551,17092018
1587,Nashik,Kalvan,Bajra,1252,1252,1252,15092018
1588,Nashik,Kalvan,Bajra,1200,1575,1500,14092018
1589,Nashik,Kalvan,Bajra,1501,1501,1501,11092018
1590,Nashik,Kalvan,Bajra,1200,1351,1200,08092018
1591,Nashik,Kalvan,Bajra,1501,1501,1501,07092018
1592,Nashik,Kalvan,Bajra,1275,1275,1275,06092018
1593,Nashik,Kalvan,Bajra,1200,1451,1425,03092018
1594,Nashik,Kalvan,Bajra,1300,1450,1421,31082018
